summary,cover,storyline,id,screenshots
"Star Wars Knights of the Old Republic II: The Sith Lords is a sequel to the blockbuster RPG Star Wars Knights of the Old Republic. Players continue to enjoy the title's emotionally compelling and story-driven theme, additions to features such as new characters, classes, locations and force powers as well as a deeper look into the founding lore.",//images.igdb.com/igdb/image/upload/t_thumb/co1qrj.jpg,"It is a perilous time for the galaxy. A brutal civil war has all but destroyed the Jedi Order, leaving the ailing Republic on the verge of collapse.

Five years after the events of Star Wars Knights of the Old Republic, in a time when the Jedi have been brought to the edge of extinction, a former Jedi Knight exiled from the Jedi Order embarks on a tribulous journey to restore their connection to the Force. You must make the choices that turn The Exile to either the light side or the dark side of the Force, and travel to six planets picking up additions to your party along the way, to either help or hinder the Republic's efforts to bring peace and stability to the galaxy.",5eddf16b-121d-44ef-96f0-15a8ca8a4141,"[//images.igdb.com/igdb/image/upload/t_thumb/o1qakancgfpnue3wlbye.jpg, //images.igdb.com/igdb/image/upload/t_thumb/gnvp0bhlvautgjlhystp.jpg, //images.igdb.com/igdb/image/upload/t_thumb/lfvd9qin0gq6smag6kd0.jpg, //images.igdb.com/igdb/image/upload/t_thumb/wpakuo88bmu97v1xjdhf.jpg, //images.igdb.com/igdb/image/upload/t_thumb/x2sgumktqtc8eltkrncz.jpg]"
"League of Legends is a fast-paced, competitive online game that blends the speed and intensity of an RTS with RPG elements. Two teams of powerful champions, each with a unique design and playstyle, battle head-to-head across multiple battlefields and game modes. With an ever-expanding roster of champions, frequent updates and a thriving tournament scene, League of Legends offers endless replayability for players of every skill level.",//images.igdb.com/igdb/image/upload/t_thumb/co49wj.jpg,,e8032ce0-4328-4b76-b2e0-cbb8b920d540,"[//images.igdb.com/igdb/image/upload/t_thumb/aujhj4buodogepfhpovb.jpg, //images.igdb.com/igdb/image/upload/t_thumb/dg0yrobaqpnlgmypujaw.jpg, //images.igdb.com/igdb/image/upload/t_thumb/mxijcstlc25nv8vfhidl.jpg, //images.igdb.com/igdb/image/upload/t_thumb/gedd5lz7856ynljzsgbi.jpg]"
"The Glade of Dreams is in trouble once again! The nightmares multiplied and spread, creating new monsters even more terrifying than before!",//images.igdb.com/igdb/image/upload/t_thumb/co3ma8.jpg,,4be7022b-2d70-4b92-b5c3-019b556a1d99,"[//images.igdb.com/igdb/image/upload/t_thumb/t8zhedgdwoileoam4wia.jpg, //images.igdb.com/igdb/image/upload/t_thumb/bggmkbymja3dzinzq0jl.jpg, //images.igdb.com/igdb/image/upload/t_thumb/vhdw0ppdihx6jz82t2jh.jpg, //images.igdb.com/igdb/image/upload/t_thumb/yhctbxy9zjyvauavex9i.jpg, //images.igdb.com/igdb/image/upload/t_thumb/ahpvophqdiq3i4sxbrah.jpg, //images.igdb.com/igdb/image/upload/t_thumb/fdl9k8qru3sz8jcyhysf.jpg, //images.igdb.com/igdb/image/upload/t_thumb/ys5694rys5lgn6qj44iu.jpg, //images.igdb.com/igdb/image/upload/t_thumb/kkgfjyuoqng00x4sir6j.jpg, //images.igdb.com/igdb/image/upload/t_thumb/tl1gpqxhn1kcptio2b3z.jpg, //images.igdb.com/igdb/image/upload/t_thumb/p1t2o1oypskkkrom2znk.jpg, //images.igdb.com/igdb/image/upload/t_thumb/xvki8ouy9icsn95ytw0w.jpg, //images.igdb.com/igdb/image/upload/t_thumb/rvz5dg3idqsksrv11mzv.jpg]"
"Discover the true meaning of fear in Alien: Isolation, a survival horror set in an atmosphere of constant dread and mortal danger. Fifteen years after the events of Alien, Ellen Ripley’s daughter, Amanda enters a desperate battle for survival, on a mission to unravel the truth behind her mother's disappearance.

As Amanda, you will navigate through an increasingly volatile world as you find yourself confronted on all sides by a panicked, desperate population and an unpredictable, ruthless Alien. Underpowered and underprepared, you must scavenge resources, improvise solutions and use your wits, not just to succeed in your mission, but to simply stay alive.",//images.igdb.com/igdb/image/upload/t_thumb/co1vzu.jpg,"15 years after the events of the original Alien film, Amanda Ripley, daughter of Ellen Ripley, learns from Christopher Samuels, an android working for the Weyland-Yutani corporation, that the flight recorder of her mother's ship, the Nostromo, was recently located by the crew of a salvage vessel, the Anesidora. The flight recorder is being held aboard Sevastopol, a remote space station owned by the Seegson corporation, in orbit around the KG-348 gas giant. Samuels offers Ripley a place on the Weyland-Yutani team being sent to retrieve it so that she can have closure regarding the fate of her missing mother. Ripley, Samuels, and Weyland-Yutani executive Nina Taylor travel to Sevastopol on board the Torrens courier ship. The group arrives at Sevastopol to find the station damaged and its communications offline. They attempt to spacewalk over to the station to investigate, but their EVA line is severed by debris, and Ripley is separated from the others and forced to enter the station on her own.

While exploring Sevastopol, Ripley finds the flight recorder of the Nostromo with no data and learns that the station is out of control due to a deadly alien creature lurking aboard. After regrouping with Samuels and Taylor, Ripley meets the station's Marshal, Waits, and his deputy, Ricardo. Waits explains that the alien was brought onto the station by Anesidora captain Henry Marlow, whose crew discovered the flight recorder near the LV-426 moon, where they also found a derelict ship previously found by the Nostromo crew and a nest of alien eggs contained within. While exploring the derelict, Marlow's wife was attacked by a facehugger. She was then brought aboard Sevastopol for emergency medical treatment, but died after a chestburster hatched from her. Waits convinces Ripley to contain the alien inside a remote module of the station. Although Ripley is successful, Waits ejects the module from the station with her still inside. As the module careens towards KG-348, Ripley space-jumps back to Sevastopol using a space suit.

Ripley makes her way back to confront Waits, but Ricardo reveals that the station's service androids abruptly started slaughtering the remaining crew, including Waits. Samuels attempts to interface with the station's controlling artificial intelligence, APOLLO, to cease the rampage. However, the systems's defensive countermeasures kill him shortly after he opens a path for Ripley into APOLLO's control core. There, Ripley discovers that Seegson had been trying to sell off Sevastopol to Weyland-Yutani, who instructed APOLLO to protect the alien at all costs. Ripley tells APOLLO that the creature is no longer aboard the station and demands to cease all activity, but the system refuses, stating that ""scheduled reactor scans are unverified"". At the reactor, Ripley discovers an alien nest and initiates a reactor purge to destroy it. Ripley learns from Ricardo that Taylor was sent to retrieve the alien and that she freed Marlow in exchange for the location of LV-426. However, Marlow double-crossed her and took her hostage aboard the Anesidora.

Aboard the Anesidora, Ripley discovers a message from her mother that was recorded after her initial report of the events on the Nostromo, thus finally giving Ripley closure. Marlow attempts to overload the fusion reactor of the Anesidora to destroy the station and ensure that no remaining alien creatures survive; Taylor kills him in attempt to reverse the process, but she herself is killed by the electric discharge, forcing Ripley to escape shortly before the Anesidora explodes. The explosion destroys Sevastopol's orbital stabilisers, causing the station to slowly drift into KG-348's atmosphere. Ripley and Ricardo contact the Torrens for extraction, but a facehugger latches on to Ricardo, forcing Ripley to leave him. After making her way outside to help the Torrens detach from the station, Ripley is surrounded by alien creatures and ultimately thrown into the ship by a blast. Aboard the Torrens, Ripley discovers that another alien has boarded the ship. When Ripley is cornered in the airlock, she ejects herself and the alien into space. Adrift in her space suit, Ripley is awakened by a searchlight.",bf0cca87-b6ac-42fe-bd5e-4efebcf589a2,"[//images.igdb.com/igdb/image/upload/t_thumb/bq2xsojs8vvr8hkkpdbn.jpg, //images.igdb.com/igdb/image/upload/t_thumb/nkvu96w7jyzcbkh0fsmi.jpg, //images.igdb.com/igdb/image/upload/t_thumb/fhx3rlrrnoplghpveooo.jpg, //images.igdb.com/igdb/image/upload/t_thumb/dek1ysjlwizlhh0z624o.jpg, //images.igdb.com/igdb/image/upload/t_thumb/o6ybxwgiyeup9evnayzm.jpg]"
"Set in the shattered subway of a post apocalyptic Moscow, Metro 2033 is a story of intensive underground survival where the fate of mankind rests in your hands. In 2013 the world was devastated by an apocalyptic event, annihilating almost all mankind and turning the earth's surface into a poisonous wasteland. A handful of survivors took refuge in the depths of the Moscow underground, and human civilization entered a new Dark Age. The year is 2033. An entire generation has been born and raised underground, and their besieged Metro Station-Cities struggle for survival, with each other, and the mutant horrors that await outside. You are Artyom, born in the last days before the fire, but raised Underground. Having never ventured beyond your Metro Station-City limits, one fateful event sparks a desperate mission to the heart of the Metro system, to warn the remnants of mankind of a terrible impending threat. Your journey takes you from the forgotten catacombs beneath the subway to the desolate wastelands above, where your actions will determine the fate of mankind.",//images.igdb.com/igdb/image/upload/t_thumb/co1rd6.jpg,"Play as Artyom, as you battle against the Dark Ones, and fellow survivors in the metro system of Russia.",96a228c0-d9e4-449f-806a-39ee262c5ad1,"[//images.igdb.com/igdb/image/upload/t_thumb/akfsuhtx1gc3dsntrj8g.jpg, //images.igdb.com/igdb/image/upload/t_thumb/lkowufuhn8hkhc4ndtbs.jpg, //images.igdb.com/igdb/image/upload/t_thumb/rblm2t0gfohnd8kqduty.jpg, //images.igdb.com/igdb/image/upload/t_thumb/gg0az75azde8mudhndts.jpg, //images.igdb.com/igdb/image/upload/t_thumb/es25s5hwlzjfc0dzylkf.jpg]"
"Sea of Thieves offers the essential pirate experience, from sailing and fighting to exploring and looting – everything you need to live the pirate life and become a legend in your own right. With no set roles, you have complete freedom to approach the world, and other players, however you choose.",//images.igdb.com/igdb/image/upload/t_thumb/co2558.jpg,,b50234ed-161f-426f-b828-36e9cafa4e80,"[//images.igdb.com/igdb/image/upload/t_thumb/n9wkhvatyezjd8dvum1l.jpg, //images.igdb.com/igdb/image/upload/t_thumb/wmrmqtfblvzmodmevvue.jpg, //images.igdb.com/igdb/image/upload/t_thumb/g8nduq1eyrranuzbnz3m.jpg, //images.igdb.com/igdb/image/upload/t_thumb/hfrxqeekkayfrtzpcr4p.jpg, //images.igdb.com/igdb/image/upload/t_thumb/wtyxpxbkcsviixw7qoqn.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc87lo.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc87lp.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc87lq.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc87lr.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc87ls.jpg]"
"A third-person shooter in which three American soldiers led by Capt. Walker are sent to Dubai in order to recover whoever remains of an infantry unit, the 33rd Battalion, until they decide to take action against the militants situated in the city. As they progress, however, the logistical and ethical complexity of their objective deepens, and their perception of themselves, and their enemy, is put into question.",//images.igdb.com/igdb/image/upload/t_thumb/co2acb.jpg,"The game will follow the story of player character Captain Martin Walker (voiced by Nolan North) as he is sent into a post-apocalyptic Dubai with an elite Delta Force bravo team. Previously, Dubai was a wealthy area with many high profile citizens until catastrophic sandstorms left a majority of the city buried. This caused many to evacuate, leaving only a few behind. One of the people left behind was U.S. Army Colonel John Konrad (a reference to the author of Heart of Darkness, Joseph Conrad), a founding member of Delta Force, who refused to evacuate from a training facility in the city and instead remained behind with the men under his command to help protect the citizens that could not evacuate.

After several weeks of no contact, the Army fears that Col. Konrad and his men are lost to the destruction of the city until a weak distress signal is picked up. This gives the Army reason to deploy the player and their squad, who must infiltrate the city, neutralize outlaws and survive sandstorms as they attempt to determine what happened to Konrad and his men. Through the narrative in the trailer and sound clips from the game's website it is hinted that Konrad may not have entirely genuine motivations for remaining in Dubai against orders.",45ad9ba7-93ce-4184-b2b2-34869a1a12d4,"[//images.igdb.com/igdb/image/upload/t_thumb/o4dmncnu2nlprjcmydxm.jpg, //images.igdb.com/igdb/image/upload/t_thumb/pcb314ujvvhtedydbjdi.jpg, //images.igdb.com/igdb/image/upload/t_thumb/bpgpxunldtmkbhmpx1wx.jpg, //images.igdb.com/igdb/image/upload/t_thumb/apva0xhnqvorbfhuudn7.jpg, //images.igdb.com/igdb/image/upload/t_thumb/xjc0kdljg7qwbcerj5p1.jpg]"
"A 3D platformer and first Wii entry in the Super Mario franchise, Super Mario Galaxy sees Mario jump across planets and galaxies with varying items, enemies, geographies and gravity mechanics in order to reach his enemy Bowser, who has attacked the Mushroom Kingdom and hijacked Princess Peach's castle with her inside.",//images.igdb.com/igdb/image/upload/t_thumb/co21ro.jpg,"Every hundred years, a huge comet flies by in the skies above the Mushroom Kingdom. One year, that comet filled the entire sky, and from it fell a stream of shooting stars. The Toads scooped up the Star Bits and brought them to the castle, where they were reborn as a great Power Star. It was a happy time in the Mushroom Kingdom. Then one night Mario received a letter...

“Dear Mario,
I’ll be waiting for you at the castle on the night of the Star Festival. There’s something I’d like to give you.
from Peach”

With invitation in hand, Mario headed off to the castle just as the Star Festival was getting into full swing. Surrounded by Toads gleefully trying to catch falling Star Bits, Mario was looking forward to the night’s festivities. But then, something happened...",a75820d4-0217-4ae4-946e-ffbb1207ad72,"[//images.igdb.com/igdb/image/upload/t_thumb/sc882y.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc882z.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc8830.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc8831.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc8832.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc8833.jpg]"
"Tales speak of an ancient land where creatures the size of mountains, roam the majestic landscape. Bound to the land, these creatures hold a key to a mystical power of revival - a power you must obtain to waken a loved one. 
 
 
Shadow of the Colossus is a majestic journey through ancient lands to seek out and destroy gigantic mythical beasts. With your trusty horse at your side, explore the spacious lands and unearth each Colossi. Armed with your wits, a sword and a bow, use cunning and strategy to topple each behemoth. 
 
 
A remake of the critically-claimed game of the same title. Also from the minds that brought you The Last Guardian & ICO",//images.igdb.com/igdb/image/upload/t_thumb/co272w.jpg,"The story of Shadow of the Colossus begins as Wander enters the forbidden land, traveling across a long bridge on his horse, Agro. Unknown to the player, prior to entering, Wander had stolen an ancient sword, which is the only weapon capable of slaying the colossi. Led to the massive Shrine of Worship at the center of the region, Wander carries with him the body of a maiden named Mono. A moment later, several humanoid shadow creatures appear and approach Wander before he easily dismisses them with a wave of the ancient sword in his possession. After vanquishing the shadow creatures, the voice of the disembodied entity known as ""Dormin"" echoes from above, expressing surprise that Wander possesses the weapon. Wander requests that Dormin return Mono's soul to her body, which Dormin states may be possible on the condition that Wander can destroy the sixteen idols lining the temple's hall by using the ancient sword to kill each colossus the idols represent located throughout the land. Despite being warned by Dormin that he may have to pay a great price to revive Mono, Wander sets out to search the land for the colossi and destroy them.",dc5cd1ab-5a55-40dc-9a64-f9f6a9a2172a,"[//images.igdb.com/igdb/image/upload/t_thumb/iwqviaxaicyhc2elvpla.jpg, //images.igdb.com/igdb/image/upload/t_thumb/cwjymkqlubbxfsxadqf4.jpg, //images.igdb.com/igdb/image/upload/t_thumb/t0iq0r5j9p95jhkjfack.jpg, //images.igdb.com/igdb/image/upload/t_thumb/flalosfrkyuaztxmnluq.jpg, //images.igdb.com/igdb/image/upload/t_thumb/itfdlshmnsazgoimzaga.jpg, //images.igdb.com/igdb/image/upload/t_thumb/dmmqv1vb5lmm553emfgu.jpg, //images.igdb.com/igdb/image/upload/t_thumb/renyhcvyvmtthsh4gbdy.jpg, //images.igdb.com/igdb/image/upload/t_thumb/t1envfkjudbnfaozkhrv.jpg, //images.igdb.com/igdb/image/upload/t_thumb/zigvrgzwxqcgbolfa2me.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sdcwdhf8i8irvpe8liyx.jpg, //images.igdb.com/igdb/image/upload/t_thumb/wwgahgcwdnm6yyrq4c3f.jpg, //images.igdb.com/igdb/image/upload/t_thumb/nfidvjimldh4kxhcarkh.jpg]"
"Choose from a selection of 9 classes, each with entertaining personalities and a different set of gameplay mechanics, to capture or defend the objective within numerous game modes against the enemy team, with a variety of unlockable and tradable weapons and cosmetics which add a layer of customization to each player's experience.",//images.igdb.com/igdb/image/upload/t_thumb/co1tvg.jpg,,f0472e03-1e0b-48a2-bbd9-f4325dbf9ef0,"[//images.igdb.com/igdb/image/upload/t_thumb/f31pdus03mzin8nimsq3.jpg, //images.igdb.com/igdb/image/upload/t_thumb/cuhmhziluo19znrtshop.jpg, //images.igdb.com/igdb/image/upload/t_thumb/smowf8tfz4cxwbtxztun.jpg, //images.igdb.com/igdb/image/upload/t_thumb/uxx4vdnafckr2zyfcu8f.jpg, //images.igdb.com/igdb/image/upload/t_thumb/m9ucxunhqbbl6971fbxv.jpg]"
"Hitman: Absolution follows the Original Assassin undertaking his most personal contract to date. Betrayed by the Agency and hunted by the police, Agent 47 finds himself pursuing redemption in a corrupt and twisted world.

Showcasing Io-Interactive’s new proprietary Glacier 2 technology, the game has been built from the ground up, boasting a cinematic story, distinctive art direction and highly original game design, Hitman Absolution combines much loved classic gameplay with completely new gameplay features for the Hitman franchise.",//images.igdb.com/igdb/image/upload/t_thumb/co1qrc.jpg,"Hitman Absolution follows Agent 47, a cold blooded assassin, who takes on his most dangerous contract to date. Betrayed by those he trusted and hunted by the police, he finds himself at the centre of a dark conspiracy and must embark on a personal journey through a corrupt and twisted world, in his search for the truth.",840c1761-6213-4ec7-be7a-cb55e4b96211,"[//images.igdb.com/igdb/image/upload/t_thumb/vmbfziice77e06ezdfxv.jpg, //images.igdb.com/igdb/image/upload/t_thumb/nyww4rrlbin9wuy5xyzj.jpg, //images.igdb.com/igdb/image/upload/t_thumb/ykumi4afbvbwcesvk3f8.jpg, //images.igdb.com/igdb/image/upload/t_thumb/fydrtf3mlw6ybwhycniu.jpg, //images.igdb.com/igdb/image/upload/t_thumb/ommkkrl6pypqe0uc8yqb.jpg]"
"In a strange and mystical land, a young boy discovers a mysterious creature with which he forms a deep, unbreakable bond. The unlikely pair must rely on each other to journey through towering, treacherous ruins filled with unknown dangers. Experience the journey of a lifetime in this touching, emotional story of friendship and trust.",//images.igdb.com/igdb/image/upload/t_thumb/co271e.jpg,,6c6ca142-5e55-4ce9-ad5b-af9bc5a75410,"[//images.igdb.com/igdb/image/upload/t_thumb/bho8tfo2pdgujp4ttqt7.jpg, //images.igdb.com/igdb/image/upload/t_thumb/cum87g1wfqatilogse9w.jpg, //images.igdb.com/igdb/image/upload/t_thumb/areqpejmeyztpfljmvhe.jpg, //images.igdb.com/igdb/image/upload/t_thumb/lfwn1xpd9sronyfh5mor.jpg, //images.igdb.com/igdb/image/upload/t_thumb/r6u7mvvwsgclnp4dasba.jpg]"
"Kingdom Hearts III is the third main installment in the Kingdom Hearts series developed and published by Square Enix. It was initially released January 2019 for the PlayStation 4 and the Xbox One. An expansion, Kingdom Hearts III Re Mind was released in January 2020. 
 
The story takes place after the events of Kingdom Hearts 3D: Dream Drop Distance. It features an older Sora as the main protagonist, who sets forth on a new adventure to search for seven guardians of light in an attempt to stop Xehanort from bringing about a second Keyblade War. Sora is joined by Donald Duck, Goofy, Mickey Mouse, Riku, Kairi, and others. Along the way, Sora travels to many worlds from Disney and Pixar intellectual properties, and cross paths with the real Organization XIII. 
 
Kingdom Hearts III features hack and slash combat reminiscent of Kingdom Hearts II, with elements from later handheld entries, allowing the player to control Sora in a party with Donald, Goofy, and up to two other Disney characters from the various worlds he visits. A major addition compared is the Formchange mechanic, which allows his currently equipped Keyblade to grant him special abilities and change shape. Sora can equip up to three Keyblades at a time, and cycle between them to use his abilities. Another addition is the Attractions mechanic, which occasionally allows Sora to summon and pilot a vehicle inspired by Disney theme park attractions. At certain points throughout the game, the player will be able to control other characters.",//images.igdb.com/igdb/image/upload/t_thumb/co1tpy.jpg,"Through countless adventures across many worlds in his long battle against the darkness, Sora, once a little boy who only dreamed worlds beyond his island even existed, has grown up to a dashing young man. Now he is realizing that that battle has played out exactly as Master Xehanort had planned, and the second Keyblade War, the final struggle between light and dark, looms ahead. To counter the overwhelming darkness, Sora and his friends must gather the seven guardians of light. His best friend Riku and King Mickey seek out a battle-scarred Keyblade wielder, while Sora, Donald, and Goofy set off on a journey to find “the Key to Return Hearts.” Never-before-featured Disney worlds set the stage for another daring adventure to save the universe! 
 
Chosen by the Keyblade, he is the one whose heart’s light never fails to shine as a beacon of hope. 
 
Sora, the brave hero chosen by the Keyblade, has always had a strong sense of justice. Through his many battles against darkness, he has grown and learned about the world immensely. Drawn to his light, many friends have lent him their support and granted him their powers to counter the darkness: Riku, the childhood friend he grew up with on Destiny Islands; Donald and Goofy, the two brave comrades with whom he has shared his adventures from the very beginning; and King Mickey, who gives Sora his unfailing support. As the world becomes enveloped in another battle against darkness, the Keyblade wielder and his friends must rise up against Master Xehanort and thwart his plot to incite another Keyblade War.",7ad44b1f-9370-47ca-8ab4-a2befa940ca0,"[//images.igdb.com/igdb/image/upload/t_thumb/fyf27q7yd0tqwaniyf4a.jpg, //images.igdb.com/igdb/image/upload/t_thumb/radqp9dbon3hphczz8wo.jpg, //images.igdb.com/igdb/image/upload/t_thumb/hegewmjbntl4c8yxmgxu.jpg, //images.igdb.com/igdb/image/upload/t_thumb/su3luh5hh75kdkxshzga.jpg, //images.igdb.com/igdb/image/upload/t_thumb/ecoazbxlic6pmui7nncf.jpg, //images.igdb.com/igdb/image/upload/t_thumb/somrevp8tsafpankuwko.jpg, //images.igdb.com/igdb/image/upload/t_thumb/eyxcarmp44ywmlablc2h.jpg, //images.igdb.com/igdb/image/upload/t_thumb/wry9gktn3ruwpef8byfj.jpg, //images.igdb.com/igdb/image/upload/t_thumb/exu3z963lrfkwniys4kg.jpg, //images.igdb.com/igdb/image/upload/t_thumb/pdaqdb620qftrmjpplo5.jpg, //images.igdb.com/igdb/image/upload/t_thumb/zdcexvwhvrxa2jqvocku.jpg, //images.igdb.com/igdb/image/upload/t_thumb/hzhlnbpe2sjrrqlyqs5b.jpg]"
"It Is the Year 2034. Beneath the ruins of post-apocalyptic Moscow, in the tunnels of the Metro, the remnants of mankind are besieged by deadly threats from outside – and within. Mutants stalk the catacombs beneath the desolate surface, and hunt amidst the poisoned skies above.",//images.igdb.com/igdb/image/upload/t_thumb/co2h9d.jpg,"The game picks up after the ""bad"" ending from Metro 2033, in which Artyom delivers a devastating attack on the mysterious supernatural race known as the Dark Ones. The station-cities of the Metro struggle for power using weapons found in D6. The player follows Artyom, the main protagonist from Metro 2033, as he searches for the mysterious ""Prisoner"", the supposed “key to survival – the last light in our darkest hour…”",3e84720c-341e-42bd-a3ad-d5cdf4ee7590,"[//images.igdb.com/igdb/image/upload/t_thumb/q3k22exn75undqrrodit.jpg, //images.igdb.com/igdb/image/upload/t_thumb/gjet1wpmqhgepol1nbdv.jpg, //images.igdb.com/igdb/image/upload/t_thumb/pnwsaz51sxhcjgqbmkc4.jpg, //images.igdb.com/igdb/image/upload/t_thumb/qpj64e8pxqslewd8jehu.jpg, //images.igdb.com/igdb/image/upload/t_thumb/bm7lqljfpg50fnenwckn.jpg]"
"FINAL FANTASY VI is the sixth main installment in the FINAL FANTASY series, developed and published by Squaresoft. It was the final title in the series to feature two-dimensional graphics, and the first story that did not revolve around crystals.

The game gives players up to fourteen playable characters, the largest cast in the series, and features the Active Time Battle pseudo-turn based menu command system. A party can consist of up to four characters, though some events require the player to assemble three different parties of up to four and switch between them.

Each character has a unique command ability, such as Terra's Trance, Locke's Steal, Edgar's Tools or Sabin's Blitz, and can also learn Magic spells from earning AP from battles with magicite equipped. Each character's rare Desperation Attack will randomly activate after using the Attack command when at critical health.",//images.igdb.com/igdb/image/upload/t_thumb/co31c2.jpg,"Final Fantasy VI focuses on a conflict between the Gestahlian Empire conquering the world and a rebel faction opposed to them known as the Returners, taking place in a fantasy steampunk-style world. The Empire has acquired great power by experimenting on captured espers, magical creatures of legend. The Returners seek magical power to fight the Empire on equal terms, and an amnesiac former imperial soldier, Terra Branford, proves key to both sides for understanding magic and espers.",b7a2a9ea-ce80-46cd-9b99-fff78e4cf503,"[//images.igdb.com/igdb/image/upload/t_thumb/sc9d75.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc9d76.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc9d77.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc9d78.jpg]"
"Based on the novel series by Andrzej Sapkowski, The Witcher follows Geralt of Rivia, an amnesiac witcher (problem solver and slayer of monsters) whose home, the Kaer Morhen citadel, is besieged by an organization called the Salamandra, who steal their valuable potions and get away. Throughout the game, Geralt must resolve people's moral dilemmas, connect the dots of his past and track down the Salamandra.",//images.igdb.com/igdb/image/upload/t_thumb/co1xrx.jpg,"The game begins when Geralt of Rivia, one of a few remaining ""witchers"" – traveling monster hunters for hire, gifted with unnatural powers, is transported to the witcher stronghold of Kaer Morhen by fellow witchers who had discovered him unconscious in a field. Geralt remembers almost nothing of his life before that point. He is taken to Kaer Morhen, the base of the witchers, where he meets a sorceress named Triss Merigold. The castle is attacked by a gang of bandits named Salamandra, led by a criminal known as the Professor, a mage named Savolla who controls a large, praying mantis-like monster, and another mage named Azar Javed. The witchers and the sorceress manage to slay the monster and kill Savolla, but the Professor and Azar manage to escape with the mutagens that genetically alter the witchers. After curing Triss of the wounds she received while fighting Javed, Geralt and the rest of the witchers head off in different directions in order to find information on Salamandra.",df374526-14f2-4fb5-8212-bf6c0aeba014,"[//images.igdb.com/igdb/image/upload/t_thumb/qwrg0zmgl3hue6zs8bbb.jpg, //images.igdb.com/igdb/image/upload/t_thumb/ekchkvznt1pkre0cvbpl.jpg, //images.igdb.com/igdb/image/upload/t_thumb/qzgxs5t8zw40o2m290li.jpg, //images.igdb.com/igdb/image/upload/t_thumb/jquhmu9izv8i2zf3tb8l.jpg, //images.igdb.com/igdb/image/upload/t_thumb/jhc0fbq7v6xnwqs9c4pm.jpg]"
"This third-person stealth action game, sequel to Metal Gear Solid (1998), follows Solid Snake and Otacon through various incidents as they strive to destroy nuclear terror threats around the world. When the president of the United States is captured inside the oil cleanup facility Big Shell, a rookie agent infiltrates the facility while the player is forced to doubt their perception of trust, knowledge and reality.",//images.igdb.com/igdb/image/upload/t_thumb/co29pl.jpg,"Metal Gear Solid 2 revolves around the ""Big Shell"", a massive offshore clean-up facility that has been seized by a group of terrorists that call themselves ""Sons of Liberty"". They demand a massive ransom in exchange for the life of the President of the United States, and threaten to destroy the facility and create a cataclysmic environmental disaster if their demands are not met. The motives and identities of many of the antagonists and allies change rapidly, as the protagonists discover a world-shaking conspiracy constructed by a powerful organization known as the Patriots.",9864ebf8-fcf8-4a77-a1df-30a45f535f6f,"[//images.igdb.com/igdb/image/upload/t_thumb/pcszdugsywf088jn3qkf.jpg, //images.igdb.com/igdb/image/upload/t_thumb/w0gww1ymclsasjdh5eyb.jpg, //images.igdb.com/igdb/image/upload/t_thumb/pbepkikeocc2sszrzbym.jpg]"
"Metal Gear Solid 4: Guns of the Patriots is a story-driven adventure game, with seasoned hero Solid Snake drafted for one final mission. Set across stages including the Middle East and South America, the now aged Snake has been asked to assassinate his old adversary, Liquid Ocelot. To do this, however, he must make his way through a series of battlefields, using his legendary stealth abilities and all-new OctoCamo suit to avoid detection and to reach his target. With series favorites such as Meryl Silverburgh, Raiden, Hal 'Otacon' Emmerich, Eva and Roy Campbell returning, and with all new gameplay features including a remote-controlled Metal Gear Mk. II and enhanced CQC (Close Quarters Combat) system, Metal Gear Solid 4 rounds out the Metal Gear saga with a fittingly cinematic and gripping final outing.",//images.igdb.com/igdb/image/upload/t_thumb/co3qsv.jpg,"In 2014, the world is in chaos, the ""war economy"" plunging the world into never-ending battle. This fuels the need for private military companies, the five largest of which (together rivaling the power of the entire United States Army) are owned by a single mother company, Outer Heaven, with Liquid Ocelot at the helm. Liquid Ocelot, a fusion of the consciousness of Liquid Snake and the body of Revolver Ocelot, is once again set on world domination. Solid Snake, now also referred to a Old Snake due to his advanced accelerated ageing, is dispatched to assassinate Liquid Ocelot as a personal favor to Roy Campbell.",7a98a86e-22db-474e-be2e-647fbe7bea13,"[//images.igdb.com/igdb/image/upload/t_thumb/xvxsun2a7aoiexmuvftz.jpg, //images.igdb.com/igdb/image/upload/t_thumb/dt2ywhn5yeii7fxjcmcs.jpg, //images.igdb.com/igdb/image/upload/t_thumb/bl1z3pkvjzgirsqbohs3.jpg, //images.igdb.com/igdb/image/upload/t_thumb/k626vvmukurztyilpd3d.jpg, //images.igdb.com/igdb/image/upload/t_thumb/tihqqsqahiu9tfrmiel9.jpg]"
